type,artist,title,url,current_price,original_price,release_date
"track","Seigg","Ortofon (Seigg Remix)","https://aktivv.bandcamp.com/track/ortofon-seigg-remix-2","","",""
"track","Various Artists","HbA-21.3 amuwa - Plasty","https://amniote-editions.bandcamp.com/track/hba-213-amuwa-plasty","","",""
"track","Yeiks","Sigilo (BENZA Remix)","https://prtlwrx.bandcamp.com/track/sigilo-benza-remix","","",""
"album","Clotur","","https://sublunarrecords.bandcamp.com/album/r-tro-r-verie","","",""
"album","Dold","","https://intimatesilence.bandcamp.com/album/gryning","","",""
"track","Anetha","Girls are fascinating","https://anetha.bandcamp.com/track/girls-are-fascinating","","",""
"track","Altinbas","Sidereal","https://observerstation.bandcamp.com/track/sidereal","","",""
"track","Fukumachi","Into The Void","https://beasoneimprint.bandcamp.com/track/into-the-void","","",""
"track","Layers","Meg10 - Pxssy be the gxn","https://layerscollective.bandcamp.com/track/meg10-pxssy-be-the-gxn","","",""
"track","Layers","Katia Curie - Salsa Demonito","https://layerscollective.bandcamp.com/track/katia-curie-salsa-demonito","","",""
"track","Layers","DJ Eivissa - Last 4 Ever","https://layerscollective.bandcamp.com/track/dj-eivissa-last-4-ever","","",""
"track","Layers","Alva & Radical Softness - I want","https://layerscollective.bandcamp.com/track/alva-radical-softness-i-want","","",""
"track","Cécille Records","The Jam","https://cecillerecords.bandcamp.com/track/the-jam","","",""
"track","Cécille Records","Doing It","https://cecillerecords.bandcamp.com/track/doing-it","","",""
"track","Hugo Carter","Daytime Beats","https://liquidpalmsmusic.bandcamp.com/track/daytime-beats","","",""
"track","D'JULZ","Weekend Warrior","https://djulz.bandcamp.com/track/weekend-warrior","","",""
"album","Luscius","","https://kann.bandcamp.com/album/what-i-say","","",""
"track","Barker","Fluid Mechanics","https://sambarker.bandcamp.com/track/fluid-mechanics","","",""
"track","thredd","Horseshow","https://scenicroute.bandcamp.com/track/horseshow-2","","",""
"track","Hooj Choons","Toomy Disco - In My Soul","https://hoojchoons.bandcamp.com/track/toomy-disco-in-my-soul","","",""
"album","not even noticed","","https://notevennoticed.bandcamp.com/album/nocturnal-slide-ep","","",""
"album","Solma","","https://organicsigns.bandcamp.com/album/os06-solma-the-consciousness-of-plants","","",""
"track","Thomas Jeffrey","Conked","https://thomasjeffreydubs.bandcamp.com/track/conked","","",""
"track","Om Unit","Usurper (Satoshi Tomiie Interpretation)","https://omunit.bandcamp.com/track/usurper-satoshi-tomiie-interpretation","","",""
"album","Daisy Records","","https://daisyrecordings.bandcamp.com/album/signs-of-life-001","","",""
"album","Mattias El Mansouri","","https://nousklaer.bandcamp.com/album/disintegration","","",""
"track","Phoenix G","G Beatz For Yo Mind","https://phoenixg.bandcamp.com/track/g-beatz-for-yo-mind","","",""
"track","G-Man","Quo Vadis (Original Mix)","https://hypercolour.co.uk/track/quo-vadis-original-mix-2","","",""
"track","Berg Audio","Luna Ludmila - Lighter Days (Deep Mix)","https://bergaudio.bandcamp.com/track/luna-ludmila-lighter-days-deep-mix","","",""
"track","John Selway","Style Tones","https://johnselway.bandcamp.com/track/style-tones","","",""
"album","PRIVACY + FETUS","","https://herrensauna.bandcamp.com/album/h301-hsn07","","",""
"track","Cousin & Priori","Stepping Stoned","https://naffrecordings.bandcamp.com/track/stepping-stoned","","",""
"track","GiGi FM","Floresta","https://gigifm.bandcamp.com/track/floresta-2","","",""
"track","Mown","Reaching The Peak","https://aneelhi.bandcamp.com/track/reaching-the-peak","","",""
"album","Studio Natura","","https://studionatura.bandcamp.com/album/agents-against-agency","","",""
"track","Innerworld","Sonic Shaman","https://aneelhi.bandcamp.com/track/sonic-shaman","","",""
"track","choopsie, BELLA","Drift (BELLA Remix)","https://choopsie.bandcamp.com/track/drift-bella-remix","","",""
"track","Teatre","All the Tides, All the Halls","https://teatre.bandcamp.com/track/all-the-tides-all-the-halls","","",""
"track","Teatre","Freefall","https://teatre.bandcamp.com/track/freefall","","",""
"track","Teatre","Rush","https://teatre.bandcamp.com/track/rush","","",""
"track","Teatre","Out of Balance","https://teatre.bandcamp.com/track/out-of-balance","","",""
"track","Teatre","LTG","https://teatre.bandcamp.com/track/ltg","","",""
"track","Teatre","Surrender","https://teatre.bandcamp.com/track/surrender","","",""
"track","Teatre","Mercury","https://dange-records.bandcamp.com/track/mercury-2","","",""
"track","Teatre","Leaving","https://dange-records.bandcamp.com/track/leaving-2","","",""
"track","Ariet","Nature Microdosing","https://psylocybina.bandcamp.com/track/nature-microdosing","","",""
"track","Ariet","Acid Healing","https://psylocybina.bandcamp.com/track/acid-healing","","",""
"track","w_iro","Raid of the Natives","https://psylocybina.bandcamp.com/track/raid-of-the-natives-2","","",""
"track","Kohra","Atītachatrāka","https://psylocybina.bandcamp.com/track/at-tachatr-ka-2","","",""
"track","MSPR","Mycelium Passage","https://psylocybina.bandcamp.com/track/mycelium-passage-2","","",""
"track","ROSZ","Missing","https://psylocybina.bandcamp.com/track/missing-2","","",""
"track","Ariet","Natural Perspective","https://psylocybina.bandcamp.com/track/natural-perspective-2","","",""
"track","Delta Funktionen","Silhouette (Original Mix)","https://deltafunktionen.bandcamp.com/track/silhouette-original-mix","","",""
"track","Known Artist","X83 (Jex Opolis Remix)","https://known-artist.bandcamp.com/track/x83-jex-opolis-remix","","",""
"track","Maikee","Escargo","https://terrazzotrax.bandcamp.com/track/escargo","","",""
"track","Phil & Dan, Ian Pooley","Brighter (Original Mix)","https://pooledmusic.bandcamp.com/track/brighter-original-mix","","",""
"album","REI","","https://chronosrec.bandcamp.com/album/cnr015-mei","","",""
"album","Onyr","","https://909connection.bandcamp.com/album/hydrus","","",""
"track","Onyr","Shimmer","https://onyr.bandcamp.com/track/shimmer","","",""
"album","Various Artists","","https://ryugurecords.bandcamp.com/album/ryugu-various-artists-vol-1","","",""
"album","Academeia","","https://academeia.bandcamp.com/album/transparent-world","","",""
"track","Miro","Paradise (Red Jerry's Longdubbyvocal Mix)","https://hoojchoons.bandcamp.com/track/paradise-red-jerrys-longdubbyvocal-mix","","",""
"track","Brando Lupi","Hidden Gate","https://brandolupi.bandcamp.com/track/hidden-gate","","",""
"track","Brando Lupi","Unstable System","https://brandolupi.bandcamp.com/track/unstable-system","","",""
"track","Brando Lupi","Artificial Fog","https://brandolupi.bandcamp.com/track/artificial-fog","","",""
"track","Brando Lupi","Northern Light","https://brandolupi.bandcamp.com/track/northern-light","","",""
"track","Brando Lupi","Liquid Garden","https://brandolupi.bandcamp.com/track/liquid-garden","","",""
"track","Brando Lupi","Frame Of Light","https://brandolupi.bandcamp.com/track/frame-of-light","","",""
"track","Brando Lupi","The Attitude","https://brandolupi.bandcamp.com/track/the-attitude","","",""
"track","Brando Lupi","Something Blue","https://brandolupi.bandcamp.com/track/something-blue","","",""
"track","Brando Lupi","Electric Mule","https://brandolupi.bandcamp.com/track/electric-mule","","",""
"track","KoxBox","Side Effects","https://koxboxmemo604.bandcamp.com/track/side-effects","","",""
"track","KoxBox","No More Ghosts","https://koxboxmemo604.bandcamp.com/track/no-more-ghosts","","",""
"track","KoxBox","A Major Problem In Australia	(Massimo Vivona Remix)","https://koxboxmemo604.bandcamp.com/track/a-major-problem-in-australia-massimo-vivona-remix","","",""
"track","KoxBox","A Major Problem In Australia	(Extended mix)","https://koxboxmemo604.bandcamp.com/track/a-major-problem-in-australia-extended-mix","","",""
"track","KoxBox","The Great Unknown","https://koxboxmemo604.bandcamp.com/track/the-great-unknown","","",""
"track","KoxBox","Go Fly A Kite","https://koxboxmemo604.bandcamp.com/track/go-fly-a-kite","","",""
"track","Zachary Lubin","Towards New Frontiers","https://zacharylubin.bandcamp.com/track/towards-new-frontiers","","",""
"track","Zachary Lubin","Heat Shield Deployment","https://zacharylubin.bandcamp.com/track/heat-shield-deployment","","",""
"track","Zachary Lubin","Quantamind","https://zacharylubin.bandcamp.com/track/quantamind-2","","",""
"track","Zachary Lubin","X1000x","https://zacharylubin.bandcamp.com/track/x1000x","","",""
"track","Zachary Lubin","T892b","https://zacharylubin.bandcamp.com/track/t892b","","",""
"track","Zachary Lubin","E4000d","https://zacharylubin.bandcamp.com/track/e4000d","","",""
"album","Zachary Lubin","","https://zacharylubin.bandcamp.com/album/surveys-and-autumnal-archives","","",""
"track","Zachary Lubin","Protocypher 04","https://modularz.bandcamp.com/track/protocypher-04","","",""
"track","Zachary Lubin","ESP","https://modularz.bandcamp.com/track/esp","","",""
"track","Zach Lubin","Ulterior Channel","https://zachlubin.bandcamp.com/track/ulterior-channel","","",""
"track","Zach Lubin","Ghost Ascend","https://zachlubin.bandcamp.com/track/ghost-ascend","","",""
"album","Various Artists","","https://hadshothaheizar.bandcamp.com/album/out-for-lunch","","",""
"track","Brando Lupi","Patterns","https://brandolupi.bandcamp.com/track/patterns","","",""
"track","Various Artists","Save Your Atoll - 90's Steps","https://qilla.bandcamp.com/track/save-your-atoll-90s-steps","","",""
"track","Tectonic Recordings","Om Unit - Strobes (The Warning)","https://tectonicrecordings.bandcamp.com/track/om-unit-strobes-the-warning","","",""
"track","Christopher Ledger","Christopher Ledger - This Way, Please","https://christopherledger.bandcamp.com/track/christopher-ledger-this-way-please","","",""
"track","Christopher Ledger","Christopher Ledger - Initialization","https://christopherledger.bandcamp.com/track/christopher-ledger-initialization","","",""
"track","Christopher Ledger","Christopher Ledger - Respect The Flow","https://christopherledger.bandcamp.com/track/christopher-ledger-respect-the-flow","","",""
"track","Or:la","Chant (Christopher Ledger Remix Remix)","https://orla-ceadmusic.bandcamp.com/track/chant-christopher-ledger-remix-remix","","",""
"album","Arapu","","https://movidarecords.bandcamp.com/album/movida011-mdmamazing-chivoice","","",""
"track","Mruda","Mruda - Kalevet","https://mruda.bandcamp.com/track/mruda-kalevet","","",""
"track","Mruda","Mruda - Theom","https://mruda.bandcamp.com/track/mruda-theom","","",""
"track","Kontext","Patala","https://kontext.bandcamp.com/track/patala","","",""
"track","Cyberworm feat. Kontext","Jenna","https://kontext.bandcamp.com/track/jenna","","",""
"track","Kontext","Hometown Swamp (Remix)","https://kontext.bandcamp.com/track/hometown-swamp-remix","","",""
"track","Kontext","Fear Of Laughing","https://kontext.bandcamp.com/track/fear-of-laughing","","",""
"track","Kontext","Plumes","https://kontext.bandcamp.com/track/plumes","","",""
"track","Wata Igarashi","Echoes Beyond","https://wataigarashi.bandcamp.com/track/echoes-beyond","","",""
"track","Wata Igarashi","Terra Incognita","https://wataigarashi.bandcamp.com/track/terra-incognita","","",""
"track","Wata Igarashi","Skin","https://wataigarashi.bandcamp.com/track/skin","","",""
"album","Maruwa","","https://worldofworlds.bandcamp.com/album/freak-your-fit","","",""
"album","Remotif","","https://downtoearthcollective.bandcamp.com/album/analysis-paralysis","","",""
"album","Mike Parker","","https://mikeparker.bandcamp.com/album/epilogue","","",""
"track","In Transit","A.3132","https://amadeupsound.bandcamp.com/track/a-3132","","",""
"track","In Transit","A.19","https://amadeupsound.bandcamp.com/track/a-19","","",""
"track","In Transit","A.2829","https://amadeupsound.bandcamp.com/track/a-2829","","",""
"track","VC-118A","Blush","https://chaindata.bandcamp.com/track/blush","","",""
"track","VC-118A","Distorted Name","https://chaindata.bandcamp.com/track/distorted-name","","",""
"album","Igor Dyachenko","","https://igordyachenko.bandcamp.com/album/remnants-of-noise","","",""
"track","Magna Pia","Serpens [CRSCNT28]","https://crescentlondon.bandcamp.com/track/serpens-crscnt28","","",""
"track","Alderaan","Drifting [CRSCNT28]","https://crescentlondon.bandcamp.com/track/drifting-crscnt28","","",""
"track","Repulsive Force","Lysglimt (Nytt Håp Mix)","https://oprofessionell.bandcamp.com/track/lysglimt-nytt-h-p-mix","","",""
"track","Kliche","Dabrea 01","https://birikliche.bandcamp.com/track/dabrea-01","","",""
"track","Kliche","Dabrea 03","https://birikliche.bandcamp.com/track/dabrea-03","","",""
"track","AJ Christou","Babaloop","https://hotcreations.bandcamp.com/track/babaloop","","",""
"track","INIT","Jaded","https://iinit.bandcamp.com/track/jaded","","",""
"track","R.i.O. Label","The Art Of Relaxed Conversation","https://riolabel.bandcamp.com/track/the-art-of-relaxed-conversation","","",""
"track","R.i.O. Label","I Feed You (Version)","https://riolabel.bandcamp.com/track/i-feed-you-version","","",""
"track","R.i.O. Label","I Feed You (Singel Mix)_digital only","https://riolabel.bandcamp.com/track/i-feed-you-singel-mix-digital-only","","",""
"track","Pose Dia","Pose Dia - Corner Of The City","https://posedia.bandcamp.com/track/pose-dia-corner-of-the-city","","",""
"track","Various Artists","Pannotia – Wavering Limits","https://riolabel.bandcamp.com/track/pannotia-wavering-limits","","",""
"track","Philipp Otterbach","Constant Diet Of Flattery","https://riolabel.bandcamp.com/track/constant-diet-of-flattery","","",""
"track","Philipp Otterbach","I Want My Planet Back","https://riolabel.bandcamp.com/track/i-want-my-planet-back","","",""
"track","Galina Ozeran","Zolotaya","https://riolabel.bandcamp.com/track/zolotaya","","",""
"track","Keys","Thoughts","https://keys21.bandcamp.com/track/thoughts","","",""
"track","Keys","Voltage","https://keys21.bandcamp.com/track/voltage-2","","",""
"track","Benedikt Frey","B2 Benedikt Frey & Tim Toh - Angst ft. Lukas Diller","https://freybenedikt.bandcamp.com/track/b2-benedikt-frey-tim-toh-angst-ft-lukas-diller","","",""
"track","INIT","Country Club (INIT Remix)","https://chrisimler.bandcamp.com/track/country-club-init-remix","","",""
"track","Chris Imler","Protect Myself","https://chrisimler.bandcamp.com/track/protect-myself","","",""
"track","Serious Trouble","JATIBE - Entspannung","https://serioustrouble.bandcamp.com/track/jatibe-entspannung","","",""
"track","Various Artists","Federico Cassetta - Casilina","https://riolabel.bandcamp.com/track/federico-cassetta-casilina","","",""
"track","Various Artists","Tagliabue - Seconda Natura","https://riolabel.bandcamp.com/track/tagliabue-seconda-natura","","",""
"track","Mr Assister","Broken Through","https://mrassister.bandcamp.com/track/broken-through","","",""
"track","Mr Assister","Braised (al dente remix)","https://mrassister.bandcamp.com/track/braised-al-dente-remix","","",""
"track","al dente","Subductress (digi bonus)","https://aldentenaarm.bandcamp.com/track/subductress-digi-bonus","","",""
"track","al dente","Ripple Effect","https://aldentenaarm.bandcamp.com/track/ripple-effect","","",""
"track","Rudefood","Shift","https://rudefood.bandcamp.com/track/shift","","",""
"track","Peter Rocket","Esai","https://peterrocket.bandcamp.com/track/esai","","",""
"track","Bambi","Ephemeral","https://beam-records.bandcamp.com/track/ephemeral","","",""
"track","Son Of Kent","West Of Medway","https://beam-records.bandcamp.com/track/west-of-medway","","",""
"track","Auratekh","Zenobyte","https://beam-records.bandcamp.com/track/zenobyte","","",""
"track","Mr Assister","Famdek","https://beam-records.bandcamp.com/track/famdek","","",""
"track","Various Artists","Spectral - Avalon","https://avatarmusic.bandcamp.com/track/spectral-avalon","","",""
"album","Hiss Is Bliss","","https://modernhypnosisrecords.bandcamp.com/album/hiss-is-bliss-buy-my-dvd","","",""
"track","Attraktta","Isolation Street","https://futureislisteningmusic.bandcamp.com/track/isolation-street","","",""
"track","Denial of Service","The 3 Stigmata of Palmer Eldritch","https://futureislisteningmusic.bandcamp.com/track/the-3-stigmata-of-palmer-eldritch","","",""
"track","Utopia Cloak","Work(Rework)","https://futureislisteningmusic.bandcamp.com/track/work-rework","","",""
"track","Brainwaltzera","[take1]","https://brainwaltzera.bandcamp.com/track/take1-2","","",""
"track","Bluey","Just One More","https://waveformrecords.bandcamp.com/track/just-one-more","","",""
"track","Doof","Mantra","https://mysticisms23.bandcamp.com/track/mantra","","",""
"track","Pire Meilleur","Access Purple","https://adoptebae.bandcamp.com/track/access-purple","","",""
"track","Pire Meilleur","Refractor","https://adoptebae.bandcamp.com/track/refractor","","",""
"track","Pire Meilleur","Visualizer","https://39rec.bandcamp.com/track/visualizer","","",""
"album","Pire Meilleur","","https://discotecarecords.bandcamp.com/album/crossing-cycles","","",""
"track","Anderson","Need You","https://matew.bandcamp.com/track/need-you","","",""
"track","Anderson","Eat It Up","https://matew.bandcamp.com/track/eat-it-up","","",""
"track","Anderson","Break Down (Stompin' On Electrons Mix)","https://matew.bandcamp.com/track/break-down-stompin-on-electrons-mix","","",""
"track","Anderson","House It Up (With House Flavor)","https://matew.bandcamp.com/track/house-it-up-with-house-flavor","","",""
"track","Anderson","Finding A Way Out (Lost Mix)","https://matew.bandcamp.com/track/finding-a-way-out-lost-mix","","",""
"track","Anderson","Combo Mombo","https://matew.bandcamp.com/track/combo-mombo","","",""
"track","Fio Fa","In To Da Groove","https://fiofa.bandcamp.com/track/in-to-da-groove","","",""
"track","New Members","Stargazer","https://new-members.bandcamp.com/track/stargazer","","",""
"track","Anderson","Quirky Monkey","https://matew.bandcamp.com/track/quirky-monkey","","",""
"track","Anderson","Hesitant Sensations","https://matew.bandcamp.com/track/hesitant-sensations","","",""
"album","Various Artists","","https://waveformrecords.bandcamp.com/album/voodoo-roux-deux","","",""
"track","Ohm G","Coming Down","https://waveformrecords.bandcamp.com/track/coming-down","","",""
"track","Warok","Shaney - Howling","https://warokmusic.bandcamp.com/track/shaney-howling","","",""
"track","Warok","Flaws & Xono - The London Sound","https://warokmusic.bandcamp.com/track/flaws-xono-the-london-sound","","",""
"track","Deep'a & Biri","Roots","https://blackcrowrecords.bandcamp.com/track/roots","","",""
"track","Luca Sanna","Dark Matter (Original Mix)","https://auroramisticarecords.bandcamp.com/track/dark-matter-original-mix","","",""
"track","Fernie","Dreaming Of Winter (Original Mix)","https://auroramisticarecords.bandcamp.com/track/dreaming-of-winter-original-mix","","",""
"track","Assimilated","Loomed Signal (Original Mix)","https://auroramisticarecords.bandcamp.com/track/loomed-signal-original-mix","","",""
"track","Kai Galactic","Addicted (Original Mix)","https://auroramisticarecords.bandcamp.com/track/addicted-original-mix","","",""
"track","Kato De Vidts ft. J. Noon","Ground Symptoms (Original Mix)","https://auroramisticarecords.bandcamp.com/track/ground-symptoms-original-mix","","",""
"track","Re:Axis","Solar Chant (Original Mix)","https://auroramisticarecords.bandcamp.com/track/solar-chant-original-mix","","",""
"track","Jafadan","Mindscapes (Original Mix)","https://auroramisticarecords.bandcamp.com/track/mindscapes-original-mix","","",""
"track","Kalumet","Dawn (Original Mix)","https://auroramisticarecords.bandcamp.com/track/dawn-original-mix","","",""
"track","Nils Edte","Nebula (Original Mix)","https://auroramisticarecords.bandcamp.com/track/nebula-original-mix","","",""
"album","Re:Axis","","https://auroramisticarecords.bandcamp.com/album/amr006-ambient-takes-album","","",""
"track","Kasil","Align (Original Mix)","https://auroramisticarecords.bandcamp.com/track/align-original-mix","","",""
"track","Andrea Zapata","Inti (Original Mix)","https://auroramisticarecords.bandcamp.com/track/inti-original-mix","","",""
"track","GSSG","Fjær (Original Mix)","https://auroramisticarecords.bandcamp.com/track/fj-r-original-mix","","",""
"track","En.ka","Aura (Original Mix)","https://auroramisticarecords.bandcamp.com/track/aura-original-mix","","",""
"track","Adjust (BE)","Sindhu (Original Mix)","https://auroramisticarecords.bandcamp.com/track/sindhu-original-mix","","",""
"track","Re:Axis","Fields (Intro)","https://auroramisticarecords.bandcamp.com/track/fields-intro","","",""
"track","Marco Borg","Arambha (Original Mix)","https://auroramisticarecords.bandcamp.com/track/arambha-original-mix","","",""
"track","Doctrina Natura","Scale (Original Mix)","https://auroramisticarecords.bandcamp.com/track/scale-original-mix","","",""
"track","Re:Axis","Waves of magic (Original Mix)","https://auroramisticarecords.bandcamp.com/track/waves-of-magic-original-mix","","",""
"track","Macromism","The Walk","https://tronicmusic.bandcamp.com/track/the-walk","","",""
"track","Micronica Records","D I N & iOAN - Mantra","https://micronica.bandcamp.com/track/d-i-n-ioan-mantra","","",""
"track","Tonito Yama","Spiritual Dub Jazz Against the Vampires","https://traversee.bandcamp.com/track/spiritual-dub-jazz-against-the-vampires-2","","",""
"track","Tonito Yama","Poetry is Deh Mystery","https://traversee.bandcamp.com/track/poetry-is-deh-mystery","","",""
"album","Tascamboy","","https://tascamboy.bandcamp.com/album/tapestry-of-voices","","",""
"track","Tascamboy","Mecha","https://tascamboy.bandcamp.com/track/mecha","","",""
"album","Edward Richards, JXTPS","","https://kineticvision.bandcamp.com/album/edward-richards-jxtps-otherworld","","",""
"track","DJ 3000","From The Ashes","https://motech.bandcamp.com/track/from-the-ashes-2","","",""
"track","E-Talking","E-Talking - Psygnosis (Original Mix)","https://systema7a.bandcamp.com/track/e-talking-psygnosis-original-mix","","",""
"track","A7A","hào - CRACK UP (Original Mix)","https://systema7a.bandcamp.com/track/h-o-crack-up-original-mix","","",""
"track","Lenson","Unleashed Kobra","https://systema7a.bandcamp.com/track/unleashed-kobra","","",""
"track","Eoin DJ","Green Ray","https://systema7a.bandcamp.com/track/green-ray","","",""
"track","Eoin DJ","Vapor Spirit","https://systema7a.bandcamp.com/track/vapor-spirit","","",""
"album","Lawrence Lee","","https://systema7a.bandcamp.com/album/sea-dweller-a7a009","","",""
"track","Lawrence Lee & Byron Yeates","Ascension (TAG Dub)","https://systema7a.bandcamp.com/track/ascension-tag-dub","","",""
"track","Lawrence Lee & Byron Yeates","Ritual Technician (Maara Remix)","https://systema7a.bandcamp.com/track/ritual-technician-maara-remix","","",""
"track","Audrey Danza","Atlas Of Self","https://dischiautunno.bandcamp.com/track/atlas-of-self","","",""
"track","Dj Warning","On The Last Train","https://gyrationstation.bandcamp.com/track/on-the-last-train","","",""
"track","Raum für Ton","Kosaa – Dor De Ouvido","https://raumfuerton.bandcamp.com/track/kosaa-dor-de-ouvido","","",""
"track","Various Artists","Re:Axis - Inner Child","https://qilla.bandcamp.com/track/re-axis-inner-child","","",""
"track","Various Artists","Olt Voct - Voltage Controlled Human","https://qilla.bandcamp.com/track/olt-voct-voltage-controlled-human","","",""
"track","Papa Nugs & Emerald","Jerry Cufflinks","https://hawscardiff.bandcamp.com/track/jerry-cufflinks","","",""
"track","Jad Sabbah","Time Dilation","https://39rec.bandcamp.com/track/time-dilation-2","","",""
"track","Gaston Ramos","House Music","https://gastonramos.bandcamp.com/track/house-music","","",""
"album","Raum für Ton","","https://raumfuerton.bandcamp.com/album/rftva004","","",""
"track","Maoupa Mazzocchetti Feat. Clara!","Mantequilla (Pariah Remix)","https://tratratrax.com/track/mantequilla-pariah-remix","","",""
"track","Merv","Garth","https://syncrophone.bandcamp.com/track/garth","","",""
"track","Biemsix","Gonna Remember","https://bensims.bandcamp.com/track/gonna-remember","","",""
"track","Biemsix","Clear","https://bensims.bandcamp.com/track/clear","","",""
"track","Biemsix","Lavender Town","https://bensims.bandcamp.com/track/lavender-town","","",""
"track","not even noticed","Inward","https://notevennoticed.bandcamp.com/track/inward-3","","",""
"track","Vanta","This Is Where I Lay To Rest","https://vantatechno.bandcamp.com/track/this-is-where-i-lay-to-rest","","",""
"track","Carré","Season Seven","https://woozydublin.bandcamp.com/track/season-seven","","",""
"track","Carré","Crawler","https://woozydublin.bandcamp.com/track/crawler","","",""
"track","Carré","Meltdown","https://woozydublin.bandcamp.com/track/meltdown","","",""
"track","Pletnev","Mindset Parabola","https://pletnev.bandcamp.com/track/mindset-parabola","","",""
"track","Diffuse Reality Records","Reload","https://diffusereality.bandcamp.com/track/reload","","",""
"track","Diffuse Reality Records","Wu","https://diffusereality.bandcamp.com/track/wu","","",""
"track","Janeret","Process","https://hawscardiff.bandcamp.com/track/process","","",""
"album","Wata Igarashi & Polygonia","","https://reclaimyourcity.bandcamp.com/album/cross-passage","","",""
"album","Arsène Martinet","","https://faceae.bandcamp.com/album/unio-mystica","","",""
"album","Hasvat Informant x Intellagama","","https://amniote-editions.bandcamp.com/album/hba-12-hasvat-informant-x-intellagama-pluripotent-xii","","",""
"album","Carré & Danny Goliger","","https://fastatwork.bandcamp.com/album/up-too-late-2","","",""
"track","Janeret","Definition Of The D. [Bandcamp exclusive]","https://janeretmusic.bandcamp.com/track/definition-of-the-d-bandcamp-exclusive","","",""
"track","Lewis Fautzi","Shifting Tides","https://fautsection.bandcamp.com/track/shifting-tides","","",""
"track","Audio Resistance","Pulsar","https://fautsection.bandcamp.com/track/pulsar","","",""
"track","Audio Resistance","No Gravity","https://fautsection.bandcamp.com/track/no-gravity","","",""
"track","Lewis Fautzi","Echoing Cosmos","https://fautsection.bandcamp.com/track/echoing-cosmos","","",""
"track","NWHR","Portage","https://fautsection.bandcamp.com/track/portage","","",""
"track","QRTMT","I000003","https://fautsection.bandcamp.com/track/i000003","","",""
"track","Mesh Convergence","Impure","https://fautsection.bandcamp.com/track/impure","","",""
"track","Tiefton","Wendelstein","https://fautsection.bandcamp.com/track/wendelstein","","",""
"track","Lewis Fautzi","Absolute Contagious","https://fautsection.bandcamp.com/track/absolute-contagious","","",""
"track","Lewis Fautzi","DNA","https://fautsection.bandcamp.com/track/dna","","",""
"track","Lidvall","Mindset Crisis","https://fautsection.bandcamp.com/track/mindset-crisis","","",""
"track","Lidvall","Animality","https://fautsection.bandcamp.com/track/animality","","",""
"track","Lakej","Exposition","https://fautsection.bandcamp.com/track/exposition","","",""
"track","Lidvall","Wooden Crafts","https://fautsection.bandcamp.com/track/wooden-crafts","","",""
"track","Tiefton","Jackdaw","https://fautsection.bandcamp.com/track/jackdaw","","",""
"track","Tiefton","Antlia","https://fautsection.bandcamp.com/track/antlia","","",""
"track","Tiefton","Pervasive","https://fautsection.bandcamp.com/track/pervasive","","",""
"track","Divide","Metamorfosi","https://fautsection.bandcamp.com/track/metamorfosi","","",""
"track","Lõn","Sculpting In Time","https://fautsection.bandcamp.com/track/sculpting-in-time","","",""
"track","CONCEPTUAL","La Menzogna","https://fautsection.bandcamp.com/track/la-menzogna","","",""
"track","CONCEPTUAL","Space","https://fautsection.bandcamp.com/track/space","","",""
"track","Milo Raad","Alkaloid","https://fautsection.bandcamp.com/track/alkaloid","","",""
"track","Fixeer","Lortnok","https://fautsection.bandcamp.com/track/lortnok","","",""
"track","Fixeer","Syss","https://fautsection.bandcamp.com/track/syss","","",""
"track","Alex Randal","Convergence","https://fautsection.bandcamp.com/track/convergence","","",""
"track","Pfirter","DIE GLOCKE","https://fautsection.bandcamp.com/track/die-glocke","","",""
"track","Tensal","Apocalip","https://fautsection.bandcamp.com/track/apocalip","","",""
"track","Apart","Pointless","https://fautsection.bandcamp.com/track/pointless","","",""
"track","V i L","Replica","https://fautsection.bandcamp.com/track/replica","","",""
"track","Oscar Mulero","Reduction And Synthesis","https://fautsection.bandcamp.com/track/reduction-and-synthesis","","",""
"track","Corvum","Nephilim","https://fautsection.bandcamp.com/track/nephilim","","",""
"track","Corvum","The Chaos Path","https://fautsection.bandcamp.com/track/the-chaos-path","","",""
"track","Alex FX","Let My Enemies Devour Each Other [FAUT016]","https://fautsection.bandcamp.com/track/let-my-enemies-devour-each-other-faut016","","",""
"track","Ole-Ole","Cloudy Montains [FAUT006]","https://fautsection.bandcamp.com/track/cloudy-montains-faut006","","",""
"track","Ole-Ole","Urbanized [FAUT006]","https://fautsection.bandcamp.com/track/urbanized-faut006","","",""
"track","Uncode","[FAUT002] Oblivion","https://fautsection.bandcamp.com/track/faut002-oblivion","","",""
"track","Christinne","Raum [FautSection]","https://fautsection.bandcamp.com/track/raum-fautsection-2","","",""
"track","Dikka","Anaphase","https://evaporatezf.bandcamp.com/track/anaphase","","",""
"track","Somnia Records","Solma - Scorpion","https://recordsomnia.bandcamp.com/track/solma-scorpion","","",""
"track","Priori","Tropeware","https://kalaharioystercult.bandcamp.com/track/tropeware","","",""
"track","Gabriola & Bliss Inc present Equator","Lux","https://magicwire.bandcamp.com/track/lux","","",""
"track","Carl Finlow","Moonax","https://2020vision.bandcamp.com/track/moonax-2","","",""
"track","Erik Luebs","Riding The Blade","https://erikluebs.bandcamp.com/track/riding-the-blade","","",""
